Area_name,STCOU,EDU010197F,EDU010197D,EDU010197N1,EDU010197N2,EDU010198F,EDU010198D,EDU010198N1,EDU010198N2,EDU010199F,EDU010199D,EDU010199N1,EDU010199N2,EDU010200F,EDU010200D,EDU010200N1,EDU010200N2,EDU010201F,EDU010201D,EDU010201N1,EDU010201N2,EDU010202F,EDU010202D,EDU010202N1,EDU010202N2,EDU015203F,EDU015203D,EDU015203N1,EDU015203N2,EDU015204F,EDU015204D,EDU015204N1,EDU015204N2,EDU015205F,EDU015205D,EDU015205N1,EDU015205N2,EDU015206F,EDU015206D,EDU015206N1,EDU015206N2
UNITED STATES,0,0,44534459,0,0,0,46245814,0,0,0,46368903,0,0,0,46818690,0,0,0,47127066,0,0,0,47606570,0,0,0,48506317,0,0,0,48693287,0,0,0,48978555,0,0,0,49140702,0,0
ALABAMA,1000,0,737386,0,0,0,739321,0,0,0,737639,0,0,0,731613,0,0,0,730627,0,0,0,728539,0,0,0,731251,0,0,0,730140,0,0,0,743626,0,0,0,743632,0,0
"Autauga, AL",1001,0,8099,0,0,0,8211,0,0,0,8489,0,0,0,8912,0,0,0,8626,0,0,0,8762,0,0,0,9105,0,0,0,9200,0,0,0,9559,0,0,0,9652,0,0
"Baldwin, AL",1003,0,21410,0,0,0,21771,0,0,0,22176,0,0,0,22337,0,0,0,22656,0,0,0,23062,0,0,0,24037,0,0,0,24443,0,0,0,25958,0,0,0,26286,0,0
"Barbour, AL",1005,0,5100,0,0,0,5024,0,0,0,4906,0,0,0,4793,0,0,0,4671,0,0,0,4554,0,0,0,4329,0,0,0,4265,0,0,0,4155,0,0,0,4057,0,0
"Bibb, AL",1007,0,3717,0,0,0,3760,0,0,0,3689,0,0,0,3646,0,0,0,3556,0,0,0,3595,0,0,0,3529,0,0,0,3559,0,0,0,3533,0,0,0,3506,0,0
"Blount, AL",1009,0,7816,0,0,0,8054,0,0,0,8135,0,0,0,8346,0,0,0,8517,0,0,0,8652,0,0,0,9042,0,0,0,9118,0,0,0,9342,0,0,0,9613,0,0
"Bullock, AL",1011,0,2010,0,0,0,1989,0,0,0,1945,0,0,0,1953,0,0,0,1981,0,0,0,1916,0,0,0,1820,0,0,0,1781,0,0,0,1807,0,0,0,1696,0,0
"Butler, AL",1013,0,4119,0,0,0,3989,0,0,0,3850,0,0,0,3665,0,0,0,3632,0,0,0,3601,0,0,0,3557,0,0,0,3548,0,0,0,3503,0,0,0,3429,0,0
"Calhoun, AL",1015,0,19721,0,0,0,19565,0,0,0,19267,0,0,0,18291,0,0,0,18175,0,0,0,18075,0,0,0,18133,0,0,0,18090,0,0,0,18358,0,0,0,18259,0,0
"Chambers, AL",1017,0,5733,0,0,0,5739,0,0,0,5686,0,0,0,5591,0,0,0,5557,0,0,0,5482,0,0,0,5410,0,0,0,5317,0,0,0,5327,0,0,0,5217,0,0
"Cherokee, AL",1019,0,3815,0,0,0,3884,0,0,0,3933,0,0,0,3962,0,0,0,3919,0,0,0,3993,0,0,0,4204,0,0,0,4225,0,0,0,4196,0,0,0,4158,0,0
"Chilton, AL",1021,0,6355,0,0,0,6413,0,0,0,6562,0,0,0,6663,0,0,0,6785,0,0,0,6855,0,0,0,7102,0,0,0,7210,0,0,0,7276,0,0,0,7453,0,0
"Choctaw, AL",1023,0,2627,0,0,0,2557,0,0,0,2431,0,0,0,2333,0,0,0,2262,0,0,0,2198,0,0,0,2147,0,0,0,2072,0,0,0,2046,0,0,0,2035,0,0
"Clarke, AL",1025,0,5590,0,0,0,5517,0,0,0,5391,0,0,0,5312,0,0,0,5280,0,0,0,5245,0,0,0,5195,0,0,0,5196,0,0,0,5151,0,0,0,5050,0,0
"Clay, AL",1027,0,2593,0,0,0,2574,0,0,0,2553,0,0,0,2503,0,0,0,2426,0,0,0,2339,0,0,0,2029,0,0,0,2064,0,0,0,2111,0,0,0,2135,0,0
"Cleburne, AL",1029,0,2527,0,0,0,2498,0,0,0,2564,0,0,0,2557,0,0,0,2558,0,0,0,2571,0,0,0,2611,0,0,0,2503,0,0,0,2894,0,0,0,2703,0,0
"Coffee, AL",1031,0,8440,0,0,0,8474,0,0,0,8370,0,0,0,8212,0,0,0,8008,0,0,0,8008,0,0,0,8239,0,0,0,8361,0,0,0,8709,0,0,0,8823,0,0
"Colbert, AL",1033,0,8795,0,0,0,8701,0,0,0,8571,0,0,0,8516,0,0,0,8532,0,0,0,8500,0,0,0,8507,0,0,0,8481,0,0,0,8527,0,0,0,8417,0,0
"Conecuh, AL",1035,0,2337,0,0,0,2211,0,0,0,2159,0,0,0,2145,0,0,0,2110,0,0,0,2061,0,0,0,1853,0,0,0,1847,0,0,0,1829,0,0,0,1824,0,0
"Coosa, AL",1037,0,1851,0,0,0,1866,0,0,0,1817,0,0,0,1735,0,0,0,1735,0,0,0,1704,0,0,0,1618,0,0,0,1507,0,0,0,1497,0,0,0,1402,0,0
"Covington, AL",1039,0,6965,0,0,0,6855,0,0,0,6730,0,0,0,6589,0,0,0,6482,0,0,0,6370,0,0,0,6323,0,0,0,6237,0,0,0,6291,0,0,0,6250,0,0
"Crenshaw, AL",1041,0,2399,0,0,0,2356,0,0,0,2300,0,0,0,2330,0,0,0,2387,0,0,0,2397,0,0,0,2449,0,0,0,2485,0,0,0,2352,0,0,0,2518,0,0
"Cullman, AL",1043,0,11993,0,0,0,12168,0,0,0,12242,0,0,0,12226,0,0,0,12217,0,0,0,12109,0,0,0,12416,0,0,0,12520,0,0,0,12664,0,0,0,12754,0,0
"Dale, AL",1045,0,7796,0,0,0,7761,0,0,0,7599,0,0,0,8367,0,0,0,8371,0,0,0,8218,0,0,0,7094,0,0,0,6995,0,0,0,6901,0,0,0,6926,0,0
"Dallas, AL",1047,0,9843,0,0,0,9595,0,0,0,9437,0,0,0,9258,0,0,0,9021,0,0,0,8795,0,0,0,8769,0,0,0,8690,0,0,0,8649,0,0,0,8511,0,0
"DeKalb, AL",1049,0,10147,0,0,0,10277,0,0,0,10240,0,0,0,10165,0,0,0,10443,0,0,0,10611,0,0,0,10849,0,0,0,11044,0,0,0,11507,0,0,0,11545,0,0
"Elmore, AL",1051,0,11368,0,0,0,11689,0,0,0,11791,0,0,0,11842,0,0,0,11909,0,0,0,11855,0,0,0,12109,0,0,0,12136,0,0,0,12365,0,0,0,12620,0,0
"Escambia, AL",1053,0,6513,0,0,0,6545,0,0,0,6460,0,0,0,6259,0,0,0,6185,0,0,0,6077,0,0,0,5976,0,0,0,5890,0,0,0,5887,0,0,0,5829,0,0
"Etowah, AL",1055,0,16596,0,0,0,16351,0,0,0,16391,0,0,0,15828,0,0,0,15818,0,0,0,15662,0,0,0,15811,0,0,0,15971,0,0,0,16160,0,0,0,16253,0,0
"Fayette, AL",1057,0,2910,0,0,0,2866,0,0,0,2840,0,0,0,2787,0,0,0,2781,0,0,0,2741,0,0,0,2656,0,0,0,2602,0,0,0,2581,0,0,0,2518,0,0
"Franklin, AL",1059,0,5711,0,0,0,5700,0,0,0,5651,0,0,0,5556,0,0,0,5533,0,0,0,5372,0,0,0,5384,0,0,0,5434,0,0,0,5518,0,0,0,5543,0,0
"Geneva, AL",1061,0,4242,0,0,0,4254,0,0,0,4293,0,0,0,4205,0,0,0,4141,0,0,0,4005,0,0,0,3999,0,0,0,3961,0,0,0,3928,0,0,0,4002,0,0
"Greene, AL",1063,0,2220,0,0,0,2069,0,0,0,1976,0,0,0,1888,0,0,0,1747,0,0,0,1778,0,0,0,1635,0,0,0,1612,0,0,0,1583,0,0,0,1490,0,0
"Hale, AL",1065,0,3409,0,0,0,3380,0,0,0,3407,0,0,0,3339,0,0,0,3302,0,0,0,3272,0,0,0,3303,0,0,0,3166,0,0,0,3198,0,0,0,3206,0,0
"Henry, AL",1067,0,2850,0,0,0,2927,0,0,0,2820,0,0,0,2751,0,0,0,2794,0,0,0,2713,0,0,0,2667,0,0,0,2713,0,0,0,2739,0,0,0,2754,0,0
"Houston, AL",1069,0,14575,0,0,0,15252,0,0,0,15376,0,0,0,14978,0,0,0,14862,0,0,0,14855,0,0,0,14999,0,0,0,14870,0,0,0,15174,0,0,0,15262,0,0
"Jackson, AL",1071,0,9337,0,0,0,9326,0,0,0,9194,0,0,0,8973,0,0,0,8957,0,0,0,8876,0,0,0,8798,0,0,0,8734,0,0,0,8708,0,0,0,8720,0,0
"Jefferson, AL",1073,0,113289,0,0,0,112305,0,0,0,111903,0,0,0,110108,0,0,0,109534,0,0,0,109128,0,0,0,107289,0,0,0,106673,0,0,0,107101,0,0,0,106172,0,0
"Lamar, AL",1075,0,2935,0,0,0,2854,0,0,0,2837,0,0,0,2803,0,0,0,2684,0,0,0,2643,0,0,0,2472,0,0,0,2403,0,0,0,2389,0,0,0,2375,0,0
"Lauderdale, AL",1077,0,13544,0,0,0,13453,0,0,0,13341,0,0,0,13248,0,0,0,13133,0,0,0,13105,0,0,0,13007,0,0,0,13040,0,0,0,12956,0,0,0,12937,0,0
"Lawrence, AL",1079,0,6274,0,0,0,6275,0,0,0,6258,0,0,0,6130,0,0,0,6118,0,0,0,6024,0,0,0,5740,0,0,0,5652,0,0,0,5560,0,0,0,5521,0,0
"Lee, AL",1081,0,16107,0,0,0,16644,0,0,0,17124,0,0,0,17397,0,0,0,17929,0,0,0,17914,0,0,0,18261,0,0,0,18759,0,0,0,19237,0,0,0,19761,0,0
"Limestone, AL",1083,0,10493,0,0,0,10732,0,0,0,10912,0,0,0,10788,0,0,0,10765,0,0,0,10751,0,0,0,10740,0,0,0,10938,0,0,0,11200,0,0,0,11350,0,0
"Lowndes, AL",1085,0,2955,0,0,0,2890,0,0,0,2800,0,0,0,2735,0,0,0,2620,0,0,0,2608,0,0,0,2415,0,0,0,2311,0,0,0,2161,0,0,0,2159,0,0
"Macon, AL",1087,0,4167,0,0,0,4133,0,0,0,4062,0,0,0,4020,0,0,0,3885,0,0,0,3767,0,0,0,3781,0,0,0,3276,0,0,0,3471,0,0,0,3210,0,0
"Madison, AL",1089,0,42898,0,0,0,43889,0,0,0,44208,0,0,0,44382,0,0,0,44496,0,0,0,45165,0,0,0,46461,0,0,0,47065,0,0,0,49165,0,0,0,49875,0,0
"Marengo, AL",1091,0,5006,0,0,0,4847,0,0,0,4867,0,0,0,4789,0,0,0,4702,0,0,0,4700,0,0,0,4543,0,0,0,4514,0,0,0,4564,0,0,0,4499,0,0
"Marion, AL",1093,0,5440,0,0,0,5306,0,0,0,5287,0,0,0,5160,0,0,0,5096,0,0,0,5086,0,0,0,4971,0,0,0,4939,0,0,0,5073,0,0,0,5028,0,0
"Marshall, AL",1095,0,14367,0,0,0,14736,0,0,0,14696,0,0,0,14829,0,0,0,14875,0,0,0,14911,0,0,0,15277,0,0,0,15253,0,0,0,15806,0,0,0,15874,0,0
"Mobile, AL",1097,0,64833,0,0,0,65230,0,0,0,65324,0,0,0,65067,0,0,0,64976,0,0,0,63846,0,0,0,64774,0,0,0,63987,0,0,0,65643,0,0,0,65097,0,0
"Monroe, AL",1099,0,5102,0,0,0,4932,0,0,0,4726,0,0,0,4581,0,0,0,4438,0,0,0,4446,0,0,0,4431,0,0,0,4297,0,0,0,4396,0,0,0,4361,0,0
"Montgomery, AL",1101,0,34746,0,0,0,34605,0,0,0,33994,0,0,0,33705,0,0,0,34331,0,0,0,34241,0,0,0,32645,0,0,0,32066,0,0,0,32526,0,0,0,31867,0,0
"Morgan, AL",1103,0,19247,0,0,0,19218,0,0,0,19315,0,0,0,19321,0,0,0,19373,0,0,0,19375,0,0,0,19557,0,0,0,19582,0,0,0,19889,0,0,0,19954,0,0
"Perry, AL",1105,0,2390,0,0,0,2355,0,0,0,2293,0,0,0,2301,0,0,0,2302,0,0,0,2250,0,0,0,2168,0,0,0,2094,0,0,0,2056,0,0,0,2022,0,0
"Pickens, AL",1107,0,3925,0,0,0,3883,0,0,0,3844,0,0,0,3768,0,0,0,3708,0,0,0,3668,0,0,0,3317,0,0,0,3242,0,0,0,3183,0,0,0,3101,0,0
"Pike, AL",1109,0,4776,0,0,0,4621,0,0,0,4562,0,0,0,4598,0,0,0,4497,0,0,0,4495,0,0,0,4468,0,0,0,4521,0,0,0,4537,0,0,0,4557,0,0
"Randolph, AL",1111,0,3831,0,0,0,3859,0,0,0,3775,0,0,0,3741,0,0,0,3760,0,0,0,3751,0,0,0,3713,0,0,0,3742,0,0,0,3803,0,0,0,3781,0,0
"Russell, AL",1113,0,8565,0,0,0,9084,0,0,0,8936,0,0,0,8859,0,0,0,8802,0,0,0,8866,0,0,0,8963,0,0,0,8900,0,0,0,9194,0,0,0,9195,0,0
"St. Clair, AL",1115,0,10483,0,0,0,10487,0,0,0,10670,0,0,0,10823,0,0,0,10944,0,0,0,10989,0,0,0,11324,0,0,0,11642,0,0,0,12054,0,0,0,12324,0,0
"Shelby, AL",1117,0,18472,0,0,0,18842,0,0,0,19211,0,0,0,19689,0,0,0,20129,0,0,0,20768,0,0,0,22541,0,0,0,23336,0,0,0,24713,0,0,0,25635,0,0
"Sumter, AL",1119,0,2808,0,0,0,2867,0,0,0,2864,0,0,0,2828,0,0,0,2781,0,0,0,2711,0,0,0,2632,0,0,0,2570,0,0,0,2562,0,0,0,2416,0,0
"Talladega, AL",1121,0,13865,0,0,0,13660,0,0,0,13726,0,0,0,13289,0,0,0,13183,0,0,0,12943,0,0,0,13291,0,0,0,13224,0,0,0,13106,0,0,0,13026,0,0
"Tallapoosa, AL",1123,0,7131,0,0,0,7103,0,0,0,7030,0,0,0,6985,0,0,0,6951,0,0,0,7007,0,0,0,6938,0,0,0,6848,0,0,0,6933,0,0,0,6736,0,0
"Tuscaloosa, AL",1125,0,25638,0,0,0,25715,0,0,0,25771,0,0,0,25237,0,0,0,25211,0,0,0,25222,0,0,0,26317,0,0,0,26002,0,0,0,26744,0,0,0,27050,0,0
"Walker, AL",1127,0,11578,0,0,0,11459,0,0,0,11142,0,0,0,10844,0,0,0,10804,0,0,0,10646,0,0,0,10976,0,0,0,11049,0,0,0,11201,0,0,0,11037,0,0
"Washington, AL",1129,0,3798,0,0,0,3792,0,0,0,3708,0,0,0,3622,0,0,0,3589,0,0,0,3630,0,0,0,3575,0,0,0,3577,0,0,0,3595,0,0,0,3606,0,0
"Wilcox, AL",1131,0,2610,0,0,0,2748,0,0,0,2618,0,0,0,2558,0,0,0,2534,0,0,0,2511,0,0,0,2481,0,0,0,2334,0,0,0,2307,0,0,0,2237,0,0
"Winston, AL",1133,0,4584,0,0,0,4629,0,0,0,4594,0,0,0,4595,0,0,0,4541,0,0,0,4493,0,0,0,4479,0,0,0,4457,0,0,0,4518,0,0,0,4453,0,0
ALASKA,2000,0,129919,0,0,0,132123,0,0,0,135374,0,0,0,134391,0,0,0,133356,0,0,0,134358,0,0,0,133933,0,0,0,132937,0,0,0,133288,0,0,0,132608,0,0
"Aleutians East, AK",2013,0,407,0,0,0,346,0,0,0,366,0,0,0,362,0,0,0,301,0,0,0,324,0,0,0,307,0,0,0,294,0,0,0,271,0,0,0,267,0,0
"Aleutians West, AK",2016,0,654,0,0,0,652,0,0,0,608,0,0,0,631,0,0,0,560,0,0,0,575,0,0,0,571,0,0,0,572,0,0,0,563,0,0,0,512,0,0
"Anchorage, AK",2020,0,48109,0,0,0,48888,0,0,0,49587,0,0,0,49382,0,0,0,49526,0,0,0,49767,0,0,0,49722,0,0,0,49545,0,0,0,49714,0,0,0,49485,0,0
"Bethel, AK",2050,0,4415,0,0,0,4539,0,0,0,4586,0,0,0,4586,0,0,0,4573,0,0,0,4578,0,0,0,4679,0,0,0,4721,0,0,0,5009,0,0,0,4886,0,0
"Bristol Bay, AK",2060,0,1054,0,0,0,1099,0,0,0,1110,0,0,0,1053,0,0,0,1048,0,0,0,1017,0,0,0,885,0,0,0,898,0,0,0,854,0,0,0,608,0,0
"Denali, AK",2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0
"Dillingham, AK",2070,0,547,0,0,0,581,0,0,0,567,0,0,0,564,0,0,0,578,0,0,0,555,0,0,0,519,0,0,0,541,0,0,0,551,0,0,0,1220,0,0
"Fairbanks North Star, AK",2090,0,17218,0,0,0,17243,0,0,0,17669,0,0,0,17106,0,0,0,16509,0,0,0,16403,0,0,0,15992,0,0,0,16009,0,0,0,16102,0,0,0,16475,0,0
"Haines, AK",2100,0,442,0,0,0,442,0,0,0,440,0,0,0,425,0,0,0,402,0,0,0,379,0,0,0,328,0,0,0,300,0,0,0,295,0,0,0,303,0,0
"Hoonah-Angoon, AK",2105,1,947,5084,0,1,885,5084,0,1,831,5084,0,1,812,5084,0,1,797,5084,0,1,751,5084,0,1,526,5084,0,1,498,5084,0,1,499,5084,0,1,469,5084,0
"Juneau, AK",2110,0,7188,0,0,0,6909,0,0,0,7348,0,0,0,6939,0,0,0,6535,0,0,0,6625,0,0,0,5919,0,0,0,5351,0,0,0,5273,0,0,0,5215,0,0
"Kenai Peninsula, AK",2122,0,10415,0,0,0,10459,0,0,0,10300,0,0,0,10225,0,0,0,9925,0,0,0,9971,0,0,0,9645,0,0,0,9715,0,0,0,9612,0,0,0,9575,0,0
"Ketchikan Gateway, AK",2130,0,2901,0,0,0,2782,0,0,0,2757,0,0,0,2643,0,0,0,2517,0,0,0,2437,0,0,0,2387,0,0,0,2325,0,0,0,2365,0,0,0,2321,0,0
"Kodiak Island, AK",2150,0,2879,0,0,0,2897,0,0,0,2804,0,0,0,2817,0,0,0,2743,0,0,0,2825,0,0,0,2697,0,0,0,2701,0,0,0,2749,0,0,0,2661,0,0
"Lake and Peninsula, AK",2164,0,547,0,0,0,570,0,0,0,578,0,0,0,491,0,0,0,528,0,0,0,477,0,0,0,434,0,0,0,406,0,0,0,416,0,0,3,0,0,0
"Matanuska-Susitna, AK",2170,0,12479,0,0,0,12768,0,0,0,12942,0,0,0,12735,0,0,0,13008,0,0,0,13410,0,0,0,14372,0,0,0,14768,0,0,0,15506,0,0,0,15945,0,0
"Nome, AK",2180,0,2552,0,0,0,2600,0,0,0,2674,0,0,0,2638,0,0,0,2496,0,0,0,2490,0,0,0,2537,0,0,0,2474,0,0,0,2447,0,0,0,2449,0,0
"North Slope, AK",2185,0,2225,0,0,0,2272,0,0,0,2101,0,0,0,2131,0,0,0,2187,0,0,0,2165,0,0,0,2065,0,0,0,1938,0,0,0,1941,0,0,0,1859,0,0
"Northwest Arctic, AK",2188,0,2171,0,0,0,2143,0,0,0,2232,0,0,0,2192,0,0,0,2188,0,0,0,2223,0,0,0,2214,0,0,0,2143,0,0,0,2149,0,0,0,2111,0,0
"Petersburg, AK",2195,1,1499,5090,0,1,1487,5090,0,1,1474,5090,0,1,1372,5090,0,1,1341,5090,0,1,1295,5090,0,1,1210,5090,0,1,1154,5090,0,1,1087,5090,0,1,1055,5090,0
"Prince of Wales-Hyder, AK",2198,0,1533,0,0,0,1456,0,0,0,1395,0,0,0,1403,0,0,0,1441,0,0,0,1536,0,0,0,1722,0,0,0,1497,0,0,0,1510,0,0,0,1471,0,0
"Sitka, AK",2220,0,2071,0,0,0,2069,0,0,0,2021,0,0,0,2075,0,0,0,1970,0,0,0,1977,0,0,0,1860,0,0,0,1884,0,0,0,1911,0,0,0,1900,0,0
"Skagway, AK",2230,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0
"Southeast Fairbanks, AK",2240,0,582,0,0,0,518,0,0,0,517,0,0,0,480,0,0,0,490,0,0,0,500,0,0,0,502,0,0,0,448,0,0,0,427,0,0,0,1814,0,0
"Valdez-Cordova, AK",2261,0,2349,0,0,0,2395,0,0,0,2211,0,0,0,2266,0,0,0,2218,0,0,0,2292,0,0,0,2236,0,0,0,2183,0,0,0,2114,0,0,0,1752,0,0
"Wade Hampton, AK",2270,0,2169,0,0,0,2523,0,0,0,2603,0,0,0,2379,0,0,0,2354,0,0,0,2436,0,0,0,2547,0,0,0,2573,0,0,0,2517,0,0,0,2508,0,0
"Wrangell, AK",2275,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0
"Yakutat, AK",2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,134,0,0,0,135,0,0,0,117,0,0
"Yukon-Koyukuk, AK",2290,0,2566,0,0,0,3600,0,0,0,5653,0,0,0,6684,0,0,0,7121,0,0,0,7350,0,0,0,7932,0,0,0,7865,0,0,0,7271,0,0,0,5071,0,0
ARIZONA,4000,0,798069,0,0,0,814339,0,0,0,847416,0,0,0,867509,0,0,0,891535,0,0,0,936019,0,0,0,1012068,0,0,0,1043298,0,0,0,1094454,0,0,0,1065082,0,0
"Apache, AZ",4001,0,17904,0,0,0,17536,0,0,0,16037,0,0,0,20759,0,0,0,19993,0,0,0,20225,0,0,0,14416,0,0,0,13891,0,0,0,13910,0,0,0,13595,0,0
"Cochise, AZ",4003,0,21429,0,0,0,21330,0,0,0,20924,0,0,0,19977,0,0,0,20114,0,0,0,20788,0,0,0,22110,0,0,0,22703,0,0,0,22843,0,0,0,20905,0,0
"Coconino, AZ",4005,0,20888,0,0,0,20863,0,0,0,21084,0,0,0,25030,0,0,0,24822,0,0,0,24305,0,0,0,21463,0,0,0,21042,0,0,0,22665,0,0,0,21334,0,0
"Gila, AZ",4007,0,9653,0,0,0,9511,0,0,0,9484,0,0,0,9060,0,0,0,8585,0,0,0,9799,0,0,0,9295,0,0,0,8524,0,0,0,10823,0,0,0,8424,0,0
"Graham, AZ",4009,0,6295,0,0,0,6278,0,0,0,6368,0,0,0,5947,0,0,0,5698,0,0,0,5693,0,0,0,7151,0,0,0,7285,0,0,0,7360,0,0,0,5783,0,0
"Greenlee, AZ",4011,0,2254,0,0,0,2199,0,0,0,2056,0,0,0,1934,0,0,0,1919,0,0,0,1784,0,0,0,1686,0,0,0,1624,0,0,0,1774,0,0,0,1697,0,0
"La Paz, AZ",4012,0,3037,0,0,0,2980,0,0,0,3033,0,0,0,2953,0,0,0,2859,0,0,0,2889,0,0,0,2784,0,0,0,2828,0,0,0,2795,0,0,0,2742,0,0
"Maricopa, AZ",4013,0,461260,0,0,0,476219,0,0,0,502835,0,0,0,508817,0,0,0,534697,0,0,0,567038,0,0,0,627113,0,0,0,652927,0,0,0,688428,0,0,0,675138,0,0
"Mohave, AZ",4015,0,21987,0,0,0,22519,0,0,0,22795,0,0,0,24022,0,0,0,25094,0,0,0,25920,0,0,0,27375,0,0,0,27342,0,0,0,27951,0,0,0,27910,0,0
"Navajo, AZ",4017,0,21852,0,0,0,21417,0,0,0,23758,0,0,0,29309,0,0,0,26809,0,0,0,25200,0,0,0,30612,0,0,0,28606,0,0,0,30009,0,0,0,20927,0,0
"Pima, AZ",4019,0,125755,0,0,0,126319,0,0,0,129785,0,0,0,130483,0,0,0,132135,0,0,0,137550,0,0,0,143137,0,0,0,146515,0,0,0,149162,0,0,0,149048,0,0
"Pinal, AZ",4021,0,25887,0,0,0,26403,0,0,0,26689,0,0,0,26799,0,0,0,24379,0,0,0,27859,0,0,0,32916,0,0,0,35680,0,0,0,40649,0,0,0,42557,0,0
"Santa Cruz, AZ",4023,0,9280,0,0,0,9248,0,0,0,9500,0,0,0,9289,0,0,0,9787,0,0,0,9927,0,0,0,10252,0,0,0,10518,0,0,0,10562,0,0,0,10760,0,0
"Yavapai, AZ",4025,0,22499,0,0,0,23031,0,0,0,23970,0,0,0,23881,0,0,0,24124,0,0,0,25289,0,0,0,27244,0,0,0,28192,0,0,0,28916,0,0,0,26666,0,0
"Yuma, AZ",4027,0,28089,0,0,0,28486,0,0,0,29098,0,0,0,29249,0,0,0,30520,0,0,0,31753,0,0,0,34514,0,0,0,35621,0,0,0,36607,0,0,0,37596,0,0
ARKANSAS,5000,0,459787,0,0,0,459008,0,0,0,452267,0,0,0,451034,0,0,0,449959,0,0,0,449805,0,0,0,454523,0,0,0,463115,0,0,0,474206,0,0,0,476409,0,0
"Arkansas, AR",5001,0,3694,0,0,0,3597,0,0,0,3818,0,0,0,3746,0,0,0,3683,0,0,0,3618,0,0,0,3579,0,0,0,3538,0,0,0,3576,0,0,0,3397,0,0
"Ashley, AR",5003,0,4869,0,0,0,4791,0,0,0,4622,0,0,0,4545,0,0,0,4434,0,0,0,4406,0,0,0,4454,0,0,0,4318,0,0,0,4365,0,0,0,4234,0,0
"Baxter, AR",5005,0,5069,0,0,0,5095,0,0,0,5078,0,0,0,5072,0,0,0,5012,0,0,0,4910,0,0,0,4956,0,0,0,5047,0,0,0,5142,0,0,0,5235,0,0
"Benton, AR",5007,0,22369,0,0,0,23049,0,0,0,23509,0,0,0,24346,0,0,0,25110,0,0,0,26040,0,0,0,28867,0,0,0,30554,0,0,0,32380,0,0,0,33956,0,0
"Boone, AR",5009,0,5905,0,0,0,5930,0,0,0,5808,0,0,0,5842,0,0,0,5938,0,0,0,5878,0,0,0,6006,0,0,0,6145,0,0,0,6225,0,0,0,6442,0,0
"Bradley, AR",5011,0,2275,0,0,0,2260,0,0,0,2238,0,0,0,2192,0,0,0,2162,0,0,0,2162,0,0,0,2177,0,0,0,2138,0,0,0,2174,0,0,0,2140,0,0
"Calhoun, AR",5013,0,934,0,0,0,929,0,0,0,852,0,0,0,842,0,0,0,817,0,0,0,784,0,0,0,708,0,0,0,765,0,0,0,754,0,0,0,733,0,0
"Carroll, AR",5015,0,3661,0,0,0,3608,0,0,0,3572,0,0,0,3540,0,0,0,3562,0,0,0,3572,0,0,0,3592,0,0,0,3716,0,0,0,3751,0,0,0,3850,0,0
"Chicot, AR",5017,0,3097,0,0,0,3012,0,0,0,2901,0,0,0,2717,0,0,0,2598,0,0,0,2475,0,0,0,2347,0,0,0,2288,0,0,0,2293,0,0,0,2008,0,0
"Clark, AR",5019,0,3330,0,0,0,3260,0,0,0,3170,0,0,0,3156,0,0,0,3205,0,0,0,3230,0,0,0,3123,0,0,0,3111,0,0,0,3210,0,0,0,4174,0,0
"Clay, AR",5021,0,3023,0,0,0,2948,0,0,0,2923,0,0,0,2855,0,0,0,2745,0,0,0,2798,0,0,0,2712,0,0,0,2944,0,0,0,2922,0,0,0,2842,0,0
"Cleburne, AR",5023,0,3542,0,0,0,3571,0,0,0,3520,0,0,0,3436,0,0,0,3469,0,0,0,3451,0,0,0,3375,0,0,0,3463,0,0,0,3441,0,0,0,3448,0,0
"Cleveland, AR",5025,0,1564,0,0,0,1543,0,0,0,1535,0,0,0,1523,0,0,0,1531,0,0,0,1492,0,0,0,1480,0,0,0,1469,0,0,0,1487,0,0,0,1429,0,0
"Columbia, AR",5027,0,4853,0,0,0,4788,0,0,0,4719,0,0,0,4663,0,0,0,4490,0,0,0,4416,0,0,0,4212,0,0,0,4019,0,0,0,4018,0,0,0,3780,0,0
"Conway, AR",5029,0,3584,0,0,0,3342,0,0,0,3571,0,0,0,3462,0,0,0,3371,0,0,0,3316,0,0,0,3263,0,0,0,3300,0,0,0,3311,0,0,0,3275,0,0
"Craighead, AR",5031,0,13294,0,0,0,13446,0,0,0,12815,0,0,0,13377,0,0,0,13587,0,0,0,13662,0,0,0,14176,0,0,0,14610,0,0,0,15098,0,0,0,15668,0,0
"Crawford, AR",5033,0,10309,0,0,0,10326,0,0,0,10352,0,0,0,10302,0,0,0,10334,0,0,0,10365,0,0,0,10644,0,0,0,11003,0,0,0,11247,0,0,0,11461,0,0
"Crittenden, AR",5035,0,10859,0,0,0,10659,0,0,0,10792,0,0,0,10752,0,0,0,10727,0,0,0,10851,0,0,0,10981,0,0,0,11174,0,0,0,11244,0,0,0,11114,0,0
