Area_name,STCOU,EDU010197F,EDU010197D,EDU010197N1,EDU010197N2,EDU010198F,EDU010198D,EDU010198N1,EDU010198N2,EDU010199F,EDU010199D,EDU010199N1,EDU010199N2,EDU010200F,EDU010200D,EDU010200N1,EDU010200N2,EDU010201F,EDU010201D,EDU010201N1,EDU010201N2,EDU010202F,EDU010202D,EDU010202N1,EDU010202N2,EDU015203F,EDU015203D,EDU015203N1,EDU015203N2,EDU015204F,EDU015204D,EDU015204N1,EDU015204N2,EDU015205F,EDU015205D,EDU015205N1,EDU015205N2,EDU015206F,EDU015206D,EDU015206N1,EDU015206N2
"Paulding, GA",13223,0,12218,0,0,0,13250,0,0,0,14328,0,0,0,15233,0,0,0,16587,0,0,0,18048,0,0,0,20459,0,0,0,21732,0,0,0,23731,0,0,0,25669,0,0
"Peach, GA",13225,0,4533,0,0,0,4486,0,0,0,4450,0,0,0,4331,0,0,0,4183,0,0,0,4071,0,0,0,4005,0,0,0,4055,0,0,0,4197,0,0,0,4230,0,0
"Pickens, GA",13227,0,3391,0,0,0,3472,0,0,0,3551,0,0,0,3671,0,0,0,3760,0,0,0,3926,0,0,0,4126,0,0,0,4195,0,0,0,4200,0,0,0,4315,0,0
"Pierce, GA",13229,0,3090,0,0,0,3236,0,0,0,3214,0,0,0,3240,0,0,0,3232,0,0,0,3135,0,0,0,3283,0,0,0,3407,0,0,0,3412,0,0,0,3437,0,0
"Pike, GA",13231,0,2419,0,0,0,2497,0,0,0,2511,0,0,0,2597,0,0,0,2658,0,0,0,2741,0,0,0,3005,0,0,0,3000,0,0,0,3112,0,0,0,3189,0,0
"Polk, GA",13233,0,6867,0,0,0,6935,0,0,0,6896,0,0,0,6888,0,0,0,6842,0,0,0,7037,0,0,0,7065,0,0,0,7112,0,0,0,7075,0,0,0,7192,0,0
"Pulaski, GA",13235,0,1691,0,0,0,1698,0,0,0,1654,0,0,0,1651,0,0,0,1627,0,0,0,1598,0,0,0,1674,0,0,0,1686,0,0,0,1651,0,0,0,1655,0,0
"Putnam, GA",13237,0,2501,0,0,0,2500,0,0,0,2533,0,0,0,2508,0,0,0,2521,0,0,0,2524,0,0,0,2622,0,0,0,2650,0,0,0,2708,0,0,0,2752,0,0
"Quitman, GA",13239,0,273,0,0,0,271,0,0,0,273,0,0,0,280,0,0,0,267,0,0,0,271,0,0,0,295,0,0,0,310,0,0,0,292,0,0,0,287,0,0
"Rabun, GA",13241,0,1919,0,0,0,1993,0,0,0,2049,0,0,0,2065,0,0,0,2134,0,0,0,2170,0,0,0,2192,0,0,0,2250,0,0,0,2294,0,0,0,2328,0,0
"Randolph, GA",13243,0,1894,0,0,0,1818,0,0,0,1800,0,0,0,1706,0,0,0,1631,0,0,0,1565,0,0,0,1610,0,0,0,1591,0,0,0,1571,0,0,0,1480,0,0
"Richmond, GA",13245,0,36826,0,0,0,36780,0,0,0,36326,0,0,0,36120,0,0,0,35424,0,0,0,35104,0,0,0,34400,0,0,0,34141,0,0,0,33910,0,0,0,33391,0,0
"Rockdale, GA",13247,0,12858,0,0,0,13078,0,0,0,13268,0,0,0,13529,0,0,0,13519,0,0,0,13833,0,0,0,14266,0,0,0,14623,0,0,0,14929,0,0,0,15350,0,0
"Schley, GA",13249,0,517,0,0,0,576,0,0,0,632,0,0,0,663,0,0,0,961,0,0,0,1041,0,0,0,1201,0,0,0,1251,0,0,0,1295,0,0,0,1346,0,0
"Screven, GA",13251,0,3255,0,0,0,3275,0,0,0,3263,0,0,0,3228,0,0,0,3160,0,0,0,3141,0,0,0,3049,0,0,0,3030,0,0,0,2997,0,0,0,2916,0,0
"Seminole, GA",13253,0,2019,0,0,0,2010,0,0,0,1920,0,0,0,1905,0,0,0,1883,0,0,0,1724,0,0,0,1758,0,0,0,1737,0,0,0,1773,0,0,0,1698,0,0
"Spalding, GA",13255,0,10495,0,0,0,10582,0,0,0,10562,0,0,0,10542,0,0,0,10340,0,0,0,10458,0,0,0,10693,0,0,0,62190,0,0,0,10833,0,0,0,10967,0,0
"Stephens, GA",13257,0,4185,0,0,0,4333,0,0,0,4370,0,0,0,4303,0,0,0,4359,0,0,0,4401,0,0,0,4313,0,0,0,4324,0,0,0,4306,0,0,0,4256,0,0
"Stewart, GA",13259,0,892,0,0,0,896,0,0,0,919,0,0,0,863,0,0,0,803,0,0,0,771,0,0,0,711,0,0,0,697,0,0,0,704,0,0,0,715,0,0
"Sumter, GA",13261,0,5675,0,0,0,5707,0,0,0,5868,0,0,0,5819,0,0,0,5708,0,0,0,5732,0,0,0,5704,0,0,0,5631,0,0,0,5599,0,0,0,5516,0,0
"Talbot, GA",13263,0,939,0,0,0,943,0,0,0,914,0,0,0,882,0,0,0,846,0,0,0,813,0,0,0,766,0,0,0,776,0,0,0,733,0,0,0,694,0,0
"Taliaferro, GA",13265,0,162,0,0,0,176,0,0,0,156,0,0,0,150,0,0,0,186,0,0,0,274,0,0,0,288,0,0,0,275,0,0,0,261,0,0,0,256,0,0
"Tattnall, GA",13267,0,3475,0,0,0,3465,0,0,0,3392,0,0,0,3379,0,0,0,3325,0,0,0,3281,0,0,0,3310,0,0,0,3366,0,0,0,3367,0,0,0,3342,0,0
"Taylor, GA",13269,0,1817,0,0,0,1842,0,0,0,1827,0,0,0,1812,0,0,0,1782,0,0,0,1767,0,0,0,1696,0,0,0,1595,0,0,0,1596,0,0,0,1620,0,0
"Telfair, GA",13271,0,2173,0,0,0,2084,0,0,0,1962,0,0,0,1822,0,0,0,1845,0,0,0,1765,0,0,0,1702,0,0,0,1695,0,0,0,1784,0,0,0,1755,0,0
"Terrell, GA",13273,0,2083,0,0,0,2013,0,0,0,1877,0,0,0,1916,0,0,0,1835,0,0,0,1806,0,0,0,1676,0,0,0,1660,0,0,0,1651,0,0,0,1656,0,0
"Thomas, GA",13275,0,8935,0,0,0,8840,0,0,0,8873,0,0,0,8818,0,0,0,8714,0,0,0,8577,0,0,0,8585,0,0,0,8619,0,0,0,8601,0,0,0,8647,0,0
"Tift, GA",13277,0,7629,0,0,0,7583,0,0,0,7489,0,0,0,7401,0,0,0,7446,0,0,0,7460,0,0,0,7661,0,0,0,7708,0,0,0,7638,0,0,0,7640,0,0
"Toombs, GA",13279,0,5234,0,0,0,5209,0,0,0,5161,0,0,0,5171,0,0,0,5187,0,0,0,5203,0,0,0,5249,0,0,0,5389,0,0,0,5491,0,0,0,5543,0,0
"Towns, GA",13281,0,948,0,0,0,969,0,0,0,1057,0,0,0,1037,0,0,0,1066,0,0,0,1461,0,0,0,1597,0,0,0,1606,0,0,0,1812,0,0,0,2067,0,0
"Treutlen, GA",13283,0,1324,0,0,0,1293,0,0,0,1278,0,0,0,1301,0,0,0,1211,0,0,0,1178,0,0,0,1189,0,0,0,1241,0,0,0,1236,0,0,0,1224,0,0
"Troup, GA",13285,0,11333,0,0,0,11343,0,0,0,11182,0,0,0,11350,0,0,0,11623,0,0,0,11740,0,0,0,11993,0,0,0,12099,0,0,0,12239,0,0,0,12381,0,0
"Turner, GA",13287,0,2039,0,0,0,2012,0,0,0,2009,0,0,0,1995,0,0,0,2000,0,0,0,1922,0,0,0,1898,0,0,0,1890,0,0,0,1855,0,0,0,1789,0,0
"Twiggs, GA",13289,0,2009,0,0,0,2051,0,0,0,2030,0,0,0,1782,0,0,0,1727,0,0,0,1655,0,0,0,1419,0,0,0,1383,0,0,0,1282,0,0,0,1203,0,0
"Union, GA",13291,0,2491,0,0,0,2590,0,0,0,2687,0,0,0,2839,0,0,0,2699,0,0,0,2471,0,0,0,2626,0,0,0,2582,0,0,0,2600,0,0,0,2677,0,0
"Upson, GA",13293,0,4915,0,0,0,5113,0,0,0,4958,0,0,0,4925,0,0,0,4976,0,0,0,4951,0,0,0,4992,0,0,0,4983,0,0,0,4971,0,0,0,4941,0,0
"Walker, GA",13295,0,9926,0,0,0,9965,0,0,0,9919,0,0,0,9977,0,0,0,10162,0,0,0,10136,0,0,0,10153,0,0,0,10291,0,0,0,10406,0,0,0,10611,0,0
"Walton, GA",13297,0,9756,0,0,0,10026,0,0,0,10424,0,0,0,10707,0,0,0,11147,0,0,0,11356,0,0,0,12196,0,0,0,12811,0,0,0,13446,0,0,0,13891,0,0
"Ware, GA",13299,0,6752,0,0,0,6624,0,0,0,6486,0,0,0,6486,0,0,0,6429,0,0,0,6428,0,0,0,6343,0,0,0,6393,0,0,0,6347,0,0,0,6271,0,0
"Warren, GA",13301,0,1093,0,0,0,1058,0,0,0,1036,0,0,0,988,0,0,0,966,0,0,0,908,0,0,0,851,0,0,0,864,0,0,0,876,0,0,0,836,0,0
"Washington, GA",13303,0,3965,0,0,0,4001,0,0,0,3997,0,0,0,4027,0,0,0,3918,0,0,0,3846,0,0,0,3711,0,0,0,3671,0,0,0,3635,0,0,0,3561,0,0
"Wayne, GA",13305,0,4982,0,0,0,5192,0,0,0,5267,0,0,0,5203,0,0,0,5190,0,0,0,5240,0,0,0,5312,0,0,0,5400,0,0,0,5395,0,0,0,5427,0,0
"Webster, GA",13307,0,383,0,0,0,412,0,0,0,398,0,0,0,383,0,0,0,379,0,0,0,393,0,0,0,414,0,0,0,410,0,0,0,369,0,0,0,376,0,0
"Wheeler, GA",13309,0,1057,0,0,0,1025,0,0,0,1072,0,0,0,1102,0,0,0,1120,0,0,0,1143,0,0,0,1134,0,0,0,1120,0,0,0,1087,0,0,0,1075,0,0
"White, GA",13311,0,2943,0,0,0,2985,0,0,0,3084,0,0,0,3202,0,0,0,3490,0,0,0,3677,0,0,0,3863,0,0,0,3836,0,0,0,3862,0,0,0,3933,0,0
"Whitfield, GA",13313,0,15362,0,0,0,15413,0,0,0,15912,0,0,0,16374,0,0,0,17003,0,0,0,17429,0,0,0,18171,0,0,0,18667,0,0,0,19338,0,0,0,19790,0,0
"Wilcox, GA",13315,0,1355,0,0,0,1379,0,0,0,1340,0,0,0,1379,0,0,0,1383,0,0,0,1400,0,0,0,1439,0,0,0,1452,0,0,0,1427,0,0,0,1411,0,0
"Wilkes, GA",13317,0,2102,0,0,0,2028,0,0,0,1998,0,0,0,1984,0,0,0,1924,0,0,0,1862,0,0,0,1853,0,0,0,1823,0,0,0,1783,0,0,0,1721,0,0
"Wilkinson, GA",13319,0,1992,0,0,0,1967,0,0,0,1875,0,0,0,1876,0,0,0,1732,0,0,0,1797,0,0,0,1713,0,0,0,1688,0,0,0,1679,0,0,0,1698,0,0
"Worth, GA",13321,0,4774,0,0,0,4738,0,0,0,4678,0,0,0,4511,0,0,0,4410,0,0,0,4383,0,0,0,4106,0,0,0,4099,0,0,0,4049,0,0,0,3959,0,0
HAWAII,15000,0,187653,0,0,0,189887,0,0,0,188069,0,0,0,185860,0,0,0,184360,0,0,0,184546,0,0,0,183609,0,0,0,183185,0,0,0,182818,0,0,0,180728,0,0
"Hawaii, HI",15001,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0
"Honolulu, HI",15003,0,187653,0,0,0,189887,0,0,0,188069,0,0,0,185860,0,0,0,184360,0,0,0,184546,0,0,0,183609,0,0,0,183185,0,0,0,182818,0,0,0,180728,0,0
"Kalawao, HI",15005,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0
"Kauai, HI",15007,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0
"Maui, HI",15009,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0
IDAHO,16000,0,245391,0,0,0,244527,0,0,0,244722,0,0,0,245331,0,0,0,245117,0,0,0,246521,0,0,0,252120,0,0,0,256084,0,0,0,261982,0,0,0,267600,0,0
"Ada, ID",16001,0,49086,0,0,0,50309,0,0,0,51440,0,0,0,52420,0,0,0,53403,0,0,0,55145,0,0,0,56810,0,0,0,60528,0,0,0,62955,0,0,0,65298,0,0
"Adams, ID",16003,0,648,0,0,0,629,0,0,0,623,0,0,0,572,0,0,0,522,0,0,0,512,0,0,0,519,0,0,0,497,0,0,0,496,0,0,0,490,0,0
"Bannock, ID",16005,0,15208,0,0,0,14741,0,0,0,14504,0,0,0,14233,0,0,0,13930,0,0,0,13841,0,0,0,13474,0,0,0,13330,0,0,0,13358,0,0,0,13514,0,0
"Bear Lake, ID",16007,0,1853,0,0,0,1743,0,0,0,1664,0,0,0,1618,0,0,0,1567,0,0,0,1501,0,0,0,1357,0,0,0,1305,0,0,0,1250,0,0,0,1213,0,0
"Benewah, ID",16009,0,1328,0,0,0,1290,0,0,0,1824,0,0,0,1815,0,0,0,1687,0,0,0,1661,0,0,0,1642,0,0,0,1616,0,0,0,1653,0,0,0,1609,0,0
"Bingham, ID",16011,0,11331,0,0,0,11065,0,0,0,10719,0,0,0,10491,0,0,0,10347,0,0,0,10076,0,0,0,10005,0,0,0,10039,0,0,0,10042,0,0,0,9902,0,0
"Blaine, ID",16013,0,2823,0,0,0,2863,0,0,0,2836,0,0,0,3024,0,0,0,3012,0,0,0,3053,0,0,0,3155,0,0,0,3188,0,0,0,3243,0,0,0,3175,0,0
"Boise, ID",16015,0,1130,0,0,0,1132,0,0,0,1137,0,0,0,1098,0,0,0,1061,0,0,0,1097,0,0,0,1090,0,0,0,1062,0,0,0,1082,0,0,0,1035,0,0
"Bonner, ID",16017,0,6171,0,0,0,5999,0,0,0,5816,0,0,0,5694,0,0,0,5567,0,0,0,5623,0,0,0,5656,0,0,0,5646,0,0,0,5711,0,0,0,5645,0,0
"Bonneville, ID",16019,0,18979,0,0,0,18706,0,0,0,18623,0,0,0,18422,0,0,0,18541,0,0,0,18271,0,0,0,18442,0,0,0,18599,0,0,0,18954,0,0,0,19557,0,0
"Boundary, ID",16021,0,1784,0,0,0,1689,0,0,0,1661,0,0,0,1677,0,0,0,1601,0,0,0,1633,0,0,0,1569,0,0,0,1573,0,0,0,1598,0,0,0,1604,0,0
"Butte, ID",16023,0,656,0,0,0,670,0,0,0,617,0,0,0,622,0,0,0,584,0,0,0,535,0,0,0,2409,0,0,0,521,0,0,0,521,0,0,0,507,0,0
"Camas, ID",16025,0,207,0,0,0,199,0,0,0,200,0,0,0,190,0,0,0,179,0,0,0,163,0,0,0,163,0,0,0,174,0,0,0,158,0,0,0,159,0,0
"Canyon, ID",16027,0,22094,0,0,0,22574,0,0,0,23407,0,0,0,24331,0,0,0,25501,0,0,0,26590,0,0,0,29022,0,0,0,29884,0,0,0,31958,0,0,0,33564,0,0
"Caribou, ID",16029,0,2108,0,0,0,1996,0,0,0,1963,0,0,0,1883,0,0,0,1855,0,0,0,1801,0,0,0,1711,0,0,0,1676,0,0,0,1607,0,0,0,1584,0,0
"Cassia, ID",16031,0,5404,0,0,0,5270,0,0,0,5242,0,0,0,5138,0,0,0,5126,0,0,0,5104,0,0,0,5002,0,0,0,4947,0,0,0,5058,0,0,0,5059,0,0
"Clark, ID",16033,0,251,0,0,0,209,0,0,0,223,0,0,0,240,0,0,0,237,0,0,0,229,0,0,0,223,0,0,0,239,0,0,0,234,0,0,0,235,0,0
"Clearwater, ID",16035,0,1752,0,0,0,1660,0,0,0,1589,0,0,0,1570,0,0,0,1452,0,0,0,1419,0,0,0,1390,0,0,0,1377,0,0,0,1370,0,0,0,1303,0,0
"Custer, ID",16037,0,987,0,0,0,955,0,0,0,923,0,0,0,889,0,0,0,872,0,0,0,816,0,0,0,730,0,0,0,689,0,0,0,695,0,0,0,695,0,0
"Elmore, ID",16039,0,5122,0,0,0,5150,0,0,0,5187,0,0,0,5170,0,0,0,5143,0,0,0,5171,0,0,0,5043,0,0,0,4887,0,0,0,4545,0,0,0,4988,0,0
"Franklin, ID",16041,0,2948,0,0,0,2951,0,0,0,2971,0,0,0,3017,0,0,0,2958,0,0,0,2962,0,0,0,3006,0,0,0,3031,0,0,0,3055,0,0,0,3059,0,0
"Fremont, ID",16043,0,2649,0,0,0,2676,0,0,0,2529,0,0,0,2682,0,0,0,2346,0,0,0,2363,0,0,0,2390,0,0,0,2395,0,0,0,2361,0,0,0,2339,0,0
"Gem, ID",16045,0,2980,0,0,0,2998,0,0,0,2991,0,0,0,2913,0,0,0,2987,0,0,0,2980,0,0,0,2996,0,0,0,3042,0,0,0,2968,0,0,0,2925,0,0
"Gooding, ID",16047,0,3135,0,0,0,3173,0,0,0,3107,0,0,0,3094,0,0,0,2993,0,0,0,2936,0,0,0,3095,0,0,0,3100,0,0,0,3128,0,0,0,3094,0,0
"Idaho, ID",16049,0,2637,0,0,0,2517,0,0,0,2392,0,0,0,2238,0,0,0,2161,0,0,0,2057,0,0,0,1900,0,0,0,1826,0,0,0,1778,0,0,0,1746,0,0
"Jefferson, ID",16051,0,5604,0,0,0,5610,0,0,0,5515,0,0,0,5478,0,0,0,5357,0,0,0,5329,0,0,0,5316,0,0,0,5364,0,0,0,5476,0,0,0,5600,0,0
"Jerome, ID",16053,0,3886,0,0,0,3839,0,0,0,3758,0,0,0,3737,0,0,0,3775,0,0,0,3740,0,0,0,3701,0,0,0,3957,0,0,0,3900,0,0,0,4030,0,0
"Kootenai, ID",16055,0,17311,0,0,0,17538,0,0,0,17531,0,0,0,17983,0,0,0,18272,0,0,0,18411,0,0,0,19202,0,0,0,19772,0,0,0,20349,0,0,0,20683,0,0
"Latah, ID",16057,0,4807,0,0,0,4650,0,0,0,4576,0,0,0,4556,0,0,0,4475,0,0,0,4426,0,0,0,4384,0,0,0,4956,0,0,0,5268,0,0,0,5418,0,0
"Lemhi, ID",16059,0,1536,0,0,0,1530,0,0,0,1478,0,0,0,1428,0,0,0,1325,0,0,0,1263,0,0,0,1202,0,0,0,1171,0,0,0,1124,0,0,0,1112,0,0
"Lewis, ID",16061,0,1208,0,0,0,1169,0,0,0,1129,0,0,0,1098,0,0,0,1071,0,0,0,1029,0,0,0,920,0,0,0,932,0,0,0,894,0,0,0,908,0,0
"Lincoln, ID",16063,0,870,0,0,0,870,0,0,0,875,0,0,0,840,0,0,0,871,0,0,0,894,0,0,0,883,0,0,0,880,0,0,0,987,0,0,0,999,0,0
"Madison, ID",16065,0,5837,0,0,0,5717,0,0,0,5524,0,0,0,5459,0,0,0,5308,0,0,0,5321,0,0,0,5427,0,0,0,5599,0,0,0,5613,0,0,0,5815,0,0
"Minidoka, ID",16067,0,5214,0,0,0,5035,0,0,0,4864,0,0,0,4733,0,0,0,4476,0,0,0,4369,0,0,0,4247,0,0,0,4123,0,0,0,4112,0,0,0,4067,0,0
"Nez Perce, ID",16069,0,5941,0,0,0,5940,0,0,0,5914,0,0,0,5908,0,0,0,5864,0,0,0,5796,0,0,0,5769,0,0,0,5776,0,0,0,5749,0,0,0,5716,0,0
"Oneida, ID",16071,0,1017,0,0,0,1017,0,0,0,1011,0,0,0,1006,0,0,0,966,0,0,0,940,0,0,0,880,0,0,0,902,0,0,0,897,0,0,0,874,0,0
"Owyhee, ID",16073,0,2620,0,0,0,2544,0,0,0,2569,0,0,0,2575,0,0,0,2555,0,0,0,2588,0,0,0,2575,0,0,0,2598,0,0,0,2569,0,0,0,2570,0,0
"Payette, ID",16075,0,4296,0,0,0,4283,0,0,0,4334,0,0,0,4379,0,0,0,4361,0,0,0,4375,0,0,0,4370,0,0,0,4301,0,0,0,4403,0,0,0,4479,0,0
"Power, ID",16077,0,1942,0,0,0,1930,0,0,0,1864,0,0,0,1842,0,0,0,1866,0,0,0,1818,0,0,0,1770,0,0,0,1768,0,0,0,1729,0,0,0,1720,0,0
"Shoshone, ID",16079,0,2638,0,0,0,2542,0,0,0,2480,0,0,0,2415,0,0,0,2326,0,0,0,2209,0,0,0,2178,0,0,0,2134,0,0,0,2083,0,0,0,2094,0,0
"Teton, ID",16081,0,1243,0,0,0,1239,0,0,0,1280,0,0,0,1280,0,0,0,1327,0,0,0,1353,0,0,0,1372,0,0,0,1420,0,0,0,1403,0,0,0,1412,0,0
"Twin Falls, ID",16083,0,12414,0,0,0,12278,0,0,0,12349,0,0,0,12112,0,0,0,11895,0,0,0,11827,0,0,0,11902,0,0,0,11928,0,0,0,12266,0,0,0,12390,0,0
"Valley, ID",16085,0,1653,0,0,0,1602,0,0,0,1484,0,0,0,1439,0,0,0,1414,0,0,0,1333,0,0,0,1309,0,0,0,1371,0,0,0,1455,0,0,0,1463,0,0
"Washington, ID",16087,0,2083,0,0,0,2030,0,0,0,1999,0,0,0,2022,0,0,0,1981,0,0,0,1961,0,0,0,1914,0,0,0,1961,0,0,0,1927,0,0,0,1951,0,0
ILLINOIS,17000,0,2242878,0,0,0,2275153,0,0,0,2011530,0,0,0,2027600,0,0,0,2048792,0,0,0,2071391,0,0,0,2100403,0,0,0,2097503,0,0,0,2111706,0,0,0,2118276,0,0
"Adams, IL",17001,0,13319,0,0,0,13279,0,0,0,10554,0,0,0,10421,0,0,0,10429,0,0,0,10317,0,0,0,10173,0,0,0,10225,0,0,0,10302,0,0,0,9608,0,0
"Alexander, IL",17003,0,2306,0,0,0,2281,0,0,0,1744,0,0,0,1673,0,0,0,1662,0,0,0,1633,0,0,0,1466,0,0,0,1363,0,0,0,1321,0,0,0,1259,0,0
"Bond, IL",17005,0,2795,0,0,0,2752,0,0,0,2387,0,0,0,2365,0,0,0,2451,0,0,0,2428,0,0,0,2443,0,0,0,2318,0,0,0,2343,0,0,0,2439,0,0
"Boone, IL",17007,0,7689,0,0,0,7855,0,0,0,7328,0,0,0,7703,0,0,0,7997,0,0,0,8260,0,0,0,9084,0,0,0,9568,0,0,0,10035,0,0,0,10457,0,0
"Brown, IL",17009,0,937,0,0,0,953,0,0,0,797,0,0,0,812,0,0,0,826,0,0,0,780,0,0,0,736,0,0,0,749,0,0,0,768,0,0,0,783,0,0
"Bureau, IL",17011,0,7455,0,0,0,7336,0,0,0,6340,0,0,0,6260,0,0,0,6070,0,0,0,5965,0,0,0,5841,0,0,0,5828,0,0,0,5820,0,0,0,5974,0,0
"Calhoun, IL",17013,0,917,0,0,0,912,0,0,0,766,0,0,0,720,0,0,0,693,0,0,0,700,0,0,0,738,0,0,0,725,0,0,0,691,0,0,0,748,0,0
"Carroll, IL",17015,0,3846,0,0,0,3732,0,0,0,3233,0,0,0,3173,0,0,0,3126,0,0,0,3020,0,0,0,2946,0,0,0,2866,0,0,0,2834,0,0,0,2774,0,0
"Cass, IL",17017,0,2605,0,0,0,2717,0,0,0,2330,0,0,0,2270,0,0,0,2265,0,0,0,2244,0,0,0,2278,0,0,0,2347,0,0,0,2313,0,0,0,2371,0,0
"Champaign, IL",17019,0,28132,0,0,0,28035,0,0,0,24193,0,0,0,24248,0,0,0,23995,0,0,0,23915,0,0,0,24031,0,0,0,24018,0,0,0,24023,0,0,0,23882,0,0
"Christian, IL",17021,0,6753,0,0,0,6610,0,0,0,5618,0,0,0,5510,0,0,0,5504,0,0,0,5549,0,0,0,5798,0,0,0,5850,0,0,0,5852,0,0,0,6702,0,0
"Clark, IL",17023,0,3682,0,0,0,3641,0,0,0,3169,0,0,0,3115,0,0,0,3095,0,0,0,3109,0,0,0,3014,0,0,0,3027,0,0,0,3015,0,0,0,2994,0,0
"Clay, IL",17025,0,3137,0,0,0,3185,0,0,0,2794,0,0,0,2725,0,0,0,2700,0,0,0,2610,0,0,0,2625,0,0,0,2593,0,0,0,2655,0,0,0,2607,0,0
"Clinton, IL",17027,0,6455,0,0,0,6497,0,0,0,5953,0,0,0,5954,0,0,0,5877,0,0,0,5865,0,0,0,5847,0,0,0,5800,0,0,0,5880,0,0,0,5800,0,0
"Coles, IL",17029,0,9391,0,0,0,9496,0,0,0,7812,0,0,0,7720,0,0,0,7610,0,0,0,7502,0,0,0,7235,0,0,0,7255,0,0,0,7303,0,0,0,7215,0,0
"Cook, IL",17031,0,872015,0,0,0,885783,0,0,0,796419,0,0,0,800588,0,0,0,809391,0,0,0,817256,0,0,0,821026,0,0,0,814443,0,0,0,810186,0,0,0,800262,0,0
"Crawford, IL",17033,0,4356,0,0,0,4408,0,0,0,3651,0,0,0,3606,0,0,0,3544,0,0,0,3481,0,0,0,3372,0,0,0,3278,0,0,0,3338,0,0,0,3317,0,0
"Cumberland, IL",17035,0,2539,0,0,0,2525,0,0,0,2079,0,0,0,2063,0,0,0,2036,0,0,0,2031,0,0,0,1923,0,0,0,1885,0,0,0,1879,0,0,0,1830,0,0
"DeKalb, IL",17037,0,16477,0,0,0,16698,0,0,0,14942,0,0,0,15212,0,0,0,15451,0,0,0,15740,0,0,0,16195,0,0,0,16567,0,0,0,17078,0,0,0,16421,0,0
"De Witt, IL",17039,0,3863,0,0,0,3790,0,0,0,3389,0,0,0,3292,0,0,0,3263,0,0,0,3169,0,0,0,3045,0,0,0,3042,0,0,0,3104,0,0,0,3094,0,0
"Douglas, IL",17041,0,3788,0,0,0,3776,0,0,0,3172,0,0,0,3144,0,0,0,3085,0,0,0,3003,0,0,0,2917,0,0,0,2877,0,0,0,2872,0,0,0,2816,0,0
"DuPage, IL",17043,0,161830,0,0,0,164346,0,0,0,150361,0,0,0,153598,0,0,0,156429,0,0,0,158341,0,0,0,161642,0,0,0,161997,0,0,0,162520,0,0,0,162017,0,0
"Edgar, IL",17045,0,4553,0,0,0,4481,0,0,0,3771,0,0,0,3719,0,0,0,3640,0,0,0,3600,0,0,0,3453,0,0,0,3421,0,0,0,3356,0,0,0,3350,0,0
"Edwards, IL",17047,0,1258,0,0,0,1230,0,0,0,1058,0,0,0,1075,0,0,0,1038,0,0,0,1057,0,0,0,996,0,0,0,992,0,0,0,974,0,0,0,978,0,0
"Effingham, IL",17049,0,7440,0,0,0,7530,0,0,0,6540,0,0,0,6484,0,0,0,6440,0,0,0,6392,0,0,0,6300,0,0,0,6291,0,0,0,6146,0,0,0,5604,0,0
"Fayette, IL",17051,0,4080,0,0,0,4006,0,0,0,3396,0,0,0,3331,0,0,0,3321,0,0,0,3293,0,0,0,3305,0,0,0,3341,0,0,0,3370,0,0,0,3825,0,0
"Ford, IL",17053,0,2969,0,0,0,2886,0,0,0,2480,0,0,0,2477,0,0,0,2485,0,0,0,2433,0,0,0,2474,0,0,0,2589,0,0,0,2623,0,0,0,3212,0,0
"Franklin, IL",17055,0,8168,0,0,0,8137,0,0,0,6658,0,0,0,6601,0,0,0,6486,0,0,0,6525,0,0,0,6556,0,0,0,6542,0,0,0,6663,0,0,0,6646,0,0
"Fulton, IL",17057,0,8963,0,0,0,8879,0,0,0,6046,0,0,0,5922,0,0,0,5850,0,0,0,5778,0,0,0,5717,0,0,0,5645,0,0,0,5531,0,0,0,5533,0,0
"Gallatin, IL",17059,0,1220,0,0,0,1188,0,0,0,1009,0,0,0,1022,0,0,0,1020,0,0,0,996,0,0,0,945,0,0,0,906,0,0,0,915,0,0,0,906,0,0
"Greene, IL",17061,0,3068,0,0,0,2966,0,0,0,2550,0,0,0,2509,0,0,0,2484,0,0,0,2478,0,0,0,2399,0,0,0,2393,0,0,0,2364,0,0,0,2347,0,0
"Grundy, IL",17063,0,9504,0,0,0,9562,0,0,0,8190,0,0,0,8261,0,0,0,8516,0,0,0,8731,0,0,0,9407,0,0,0,10004,0,0,0,10814,0,0,0,11751,0,0
"Hamilton, IL",17065,0,1747,0,0,0,1708,0,0,0,1425,0,0,0,1412,0,0,0,1388,0,0,0,1366,0,0,0,1322,0,0,0,1307,0,0,0,1290,0,0,0,1264,0,0
"Hancock, IL",17067,0,4853,0,0,0,4877,0,0,0,4239,0,0,0,4040,0,0,0,4033,0,0,0,3858,0,0,0,3670,0,0,0,3603,0,0,0,3597,0,0,0,3565,0,0
